source,target,source_category,target_category
Ecodebate.com.br,Istoedinheiro.com.br,Opinion journalism left,Center
Ecodebate.com.br,Correiobraziliense.com.br,Opinion journalism left,Center
Ecodebate.com.br,Em.com.br,Opinion journalism left,Center
Ecodebate.com.br,Correiodopovo.com.br,Opinion journalism left,Regional/Local media outlets
Ecodebate.com.br,Ebc.com.br,Opinion journalism left,Hyper center media
Ecodebate.com.br,Globo.com,Opinion journalism left,Hyper center media
Ecodebate.com.br,Camara.leg.br,Opinion journalism left,Hyper center media
Ecodebate.com.br,Senado.leg.br,Opinion journalism left,Hyper center media
Ecodebate.com.br,Poder360.com.br,Opinion journalism left,Center
Ecodebate.com.br,Mpf.mp.br,Opinion journalism left,Center
Ecodebate.com.br,Cartacapital.com.br,Opinion journalism left,Opinion journalism left
Ecodebate.com.br,Apublica.org,Opinion journalism left,Specific progressive themes
Ecodebate.com.br,Hojeemdia.com.br,Opinion journalism left,Center
Ecodebate.com.br,Idec.org.br,Opinion journalism left,Specific progressive themes
Ecodebate.com.br,Otempo.com.br,Opinion journalism left,Center
Ecodebate.com.br,Brasildefato.com.br,Opinion journalism left,Opinion journalism left
Ecodebate.com.br,Oeco.org.br,Opinion journalism left,Specific progressive themes
Ecodebate.com.br,Inpe.br,Opinion journalism left,Center
Ecodebate.com.br,Reporterbrasil.org.br,Opinion journalism left,Specific progressive themes
Ecodebate.com.br,Amazoniareal.com.br,Opinion journalism left,Specific progressive themes
Ecodebate.com.br,Ciclovivo.com.br,Opinion journalism left,Center
Ecodebate.com.br,Correiocidadania.com.br,Opinion journalism left,Opinion journalism left
Ecodebate.com.br,Observatoriodamineracao.com.br,Opinion journalism left,Specific progressive themes
Ecodebate.com.br,Brasildefatomg.com.br,Opinion journalism left,Opinion journalism left
Ecodebate.com.br,Energiaeambiente.org.br,Opinion journalism left,Specific progressive themes
Ecodebate.com.br,Amazonia.org.br,Opinion journalism left,Specific progressive themes
Ecodebate.com.br,folha.Uol.com.br,Opinion journalism left,Hyper center media
Ecodebate.com.br,Uol.com.br,Opinion journalism left,Hyper center media
Portalimprensa.com.br,Abril.com.br,Specific progressive themes,Center
Portalimprensa.com.br,Globo.com,Specific progressive themes,Hyper center media
Portalimprensa.com.br,Projetocomprova.com.br,Specific progressive themes,Specific progressive themes
Portalimprensa.com.br,Aosfatos.org,Specific progressive themes,Specific progressive themes
Portalimprensa.com.br,Jovempan.com.br,Specific progressive themes,Center
Portalimprensa.com.br,Ig.com.br,Specific progressive themes,Hyper center media
Portalimprensa.com.br,Nexojornal.com.br,Specific progressive themes,Specific progressive themes
Portalimprensa.com.br,Apublica.org,Specific progressive themes,Specific progressive themes
Portalimprensa.com.br,Generonumero.media,Specific progressive themes,Specific progressive themes
Portalimprensa.com.br,Nosmulheresdaperiferia.com.br,Specific progressive themes,Specific progressive themes
Portalimprensa.com.br,Sbtnews.com.br,Specific progressive themes,Center
Portalimprensa.com.br,Canalmynews.com.br,Specific progressive themes,Specific progressive themes
Portalimprensa.com.br,folha.Uol.com.br,Specific progressive themes,Hyper center media
Portalimprensa.com.br,Uol.com.br,Specific progressive themes,Hyper center media
Folhabv.com.br,R7.com,Regional/Local media outlets,Hyper center media
Folhabv.com.br,Ebc.com.br,Regional/Local media outlets,Hyper center media
Folhabv.com.br,Senado.leg.br,Regional/Local media outlets,Hyper center media
Folhabv.com.br,Brasil61.com,Regional/Local media outlets,Hyper center media
Midiasemmascara.net,Abril.com.br,Opinion journalism right,Center
Midiasemmascara.net,Correiobraziliense.com.br,Opinion journalism right,Center
Midiasemmascara.net,Revistaoeste.com,Opinion journalism right,Opinion journalism right
Midiasemmascara.net,Exame.com,Opinion journalism right,Center
Midiasemmascara.net,Globo.com,Opinion journalism right,Hyper center media
Midiasemmascara.net,Gazetadopovo.com.br,Opinion journalism right,Opinion journalism right
Midiasemmascara.net,Puggina.org,Opinion journalism right,Opinion journalism right
Midiasemmascara.net,Estudosnacionais.com,Opinion journalism right,Opinion journalism right
Midiasemmascara.net,Noticiasagricolas.com.br,Opinion journalism right,Opinion journalism right
Midiasemmascara.net,Criticanacional.com.br,Opinion journalism right,Opinion journalism right
Midiasemmascara.net,Yahoo.com.br,Opinion journalism right,Center
Midiasemmascara.net,folha.Uol.com.br,Opinion journalism right,Hyper center media
Midiasemmascara.net,Uol.com.br,Opinion journalism right,Hyper center media
Revistacontinente.com.br,Uai.com.br,Specific progressive themes,Center
Revistacontinente.com.br,Itaucultural.org.br,Specific progressive themes,Specific progressive themes
Revistacontinente.com.br,Globo.com,Specific progressive themes,Hyper center media
Revistacontinente.com.br,Ponte.org,Specific progressive themes,Specific progressive themes
Revistacontinente.com.br,Verdesmares.com.br,Specific progressive themes,Center
Revistacontinente.com.br,Brasil247.com,Specific progressive themes,Opinion journalism left
Revistacontinente.com.br,Otempo.com.br,Specific progressive themes,Center
Revistacontinente.com.br,Unaids.org.br,Specific progressive themes,Center
Revistacontinente.com.br,folha.Uol.com.br,Specific progressive themes,Hyper center media
Revistacontinente.com.br,Uol.com.br,Specific progressive themes,Hyper center media
Reporterbrasil.org.br,veja.Abril.com.br,Specific progressive themes,Center
Reporterbrasil.org.br,Cnnbrasil.com.br,Specific progressive themes,Hyper center media
Reporterbrasil.org.br,Istoe.com.br,Specific progressive themes,Center
Reporterbrasil.org.br,Abril.com.br,Specific progressive themes,Center
Reporterbrasil.org.br,Flipboard.com,Specific progressive themes,Center
Reporterbrasil.org.br,Istoedinheiro.com.br,Specific progressive themes,Center
Reporterbrasil.org.br,Em.com.br,Specific progressive themes,Center
Reporterbrasil.org.br,Forumseguranca.org.br,Specific progressive themes,Specific progressive themes
Reporterbrasil.org.br,Ebc.com.br,Specific progressive themes,Hyper center media
Reporterbrasil.org.br,Exame.com,Specific progressive themes,Center
Reporterbrasil.org.br,Globo.com,Specific progressive themes,Hyper center media
Reporterbrasil.org.br,Camara.leg.br,Specific progressive themes,Hyper center media
Reporterbrasil.org.br,Senado.leg.br,Specific progressive themes,Hyper center media
Reporterbrasil.org.br,Jota.info,Specific progressive themes,Center
Reporterbrasil.org.br,Poder360.com.br,Specific progressive themes,Center
Reporterbrasil.org.br,Ponte.org,Specific progressive themes,Specific progressive themes
Reporterbrasil.org.br,Gazetadopovo.com.br,Specific progressive themes,Opinion journalism right
Reporterbrasil.org.br,Redebrasilatual.com.br,Specific progressive themes,Opinion journalism left
Reporterbrasil.org.br,Mpf.mp.br,Specific progressive themes,Center
Reporterbrasil.org.br,Revistaforum.com.br,Specific progressive themes,Opinion journalism left
Reporterbrasil.org.br,Apublica.org,Specific progressive themes,Specific progressive themes
Reporterbrasil.org.br,Infomoney.com.br,Specific progressive themes,Center
Reporterbrasil.org.br,Correiodoestado.com.br,Specific progressive themes,Regional/Local media outlets
Reporterbrasil.org.br,Brasildefato.com.br,Specific progressive themes,Opinion journalism left
Reporterbrasil.org.br,Oeco.org.br,Specific progressive themes,Specific progressive themes
Reporterbrasil.org.br,Inpe.br,Specific progressive themes,Center
Reporterbrasil.org.br,Imirante.com,Specific progressive themes,Center
Reporterbrasil.org.br,Gazetadigital.com.br,Specific progressive themes,Regional/Local media outlets
Reporterbrasil.org.br,Folhabv.com.br,Specific progressive themes,Regional/Local media outlets
Reporterbrasil.org.br,Obastidor.com.br,Specific progressive themes,Regional/Local media outlets
Reporterbrasil.org.br,Amazoniareal.com.br,Specific progressive themes,Specific progressive themes
Reporterbrasil.org.br,Anovademocracia.com.br,Specific progressive themes,Opinion journalism left
Reporterbrasil.org.br,Infoamazonia.org,Specific progressive themes,Specific progressive themes
Reporterbrasil.org.br,Acritica.com,Specific progressive themes,Center
Reporterbrasil.org.br,Deolhonosruralistas.com.br,Specific progressive themes,Specific progressive themes
Reporterbrasil.org.br,Observatoriodamineracao.com.br,Specific progressive themes,Specific progressive themes
Reporterbrasil.org.br,Eb.mil.br,Specific progressive themes,Regional/Local media outlets
Reporterbrasil.org.br,Diariodoaco.com.br,Specific progressive themes,Regional/Local media outlets
Reporterbrasil.org.br,Folhadoprogresso.com.br,Specific progressive themes,Specific progressive themes
Reporterbrasil.org.br,Osollo.com.br,Specific progressive themes,Regional/Local media outlets
Reporterbrasil.org.br,Folhamax.com,Specific progressive themes,Regional/Local media outlets
Reporterbrasil.org.br,Rondoniaovivo.com,Specific progressive themes,Regional/Local media outlets
Reporterbrasil.org.br,Www.gov.br /.../noticias,Specific progressive themes,Center
Reporterbrasil.org.br,folha.Uol.com.br,Specific progressive themes,Hyper center media
Reporterbrasil.org.br,Uol.com.br,Specific progressive themes,Hyper center media
Amazoniareal.com.br,veja.Abril.com.br,Specific progressive themes,Center
Amazoniareal.com.br,Cnnbrasil.com.br,Specific progressive themes,Hyper center media
Amazoniareal.com.br,R7.com,Specific progressive themes,Hyper center media
Amazoniareal.com.br,Abril.com.br,Specific progressive themes,Center
Amazoniareal.com.br,Correiobraziliense.com.br,Specific progressive themes,Center
Amazoniareal.com.br,Em.com.br,Specific progressive themes,Center
Amazoniareal.com.br,Forumseguranca.org.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Ebc.com.br,Specific progressive themes,Hyper center media
Amazoniareal.com.br,Itaucultural.org.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Globo.com,Specific progressive themes,Hyper center media
Amazoniareal.com.br,Camara.leg.br,Specific progressive themes,Hyper center media
Amazoniareal.com.br,Senado.leg.br,Specific progressive themes,Hyper center media
Amazoniareal.com.br,Olhardigital.com.br,Specific progressive themes,Center
Amazoniareal.com.br,Terra.com.br,Specific progressive themes,Hyper center media
Amazoniareal.com.br,Aosfatos.org,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Metropoles.com,Specific progressive themes,Hyper center media
Amazoniareal.com.br,Poder360.com.br,Specific progressive themes,Center
Amazoniareal.com.br,Ig.com.br,Specific progressive themes,Hyper center media
Amazoniareal.com.br,Ponte.org,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Quatrocincoum.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Redebrasilatual.com.br,Specific progressive themes,Opinion journalism left
Amazoniareal.com.br,Mpf.mp.br,Specific progressive themes,Center
Amazoniareal.com.br,Midianinja.org,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Almapreta.com,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Azmina.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,diariooficial,Specific progressive themes,Hyper center media
Amazoniareal.com.br,Cartacapital.com.br,Specific progressive themes,Opinion journalism left
Amazoniareal.com.br,Apublica.org,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Fab.mil.br,Specific progressive themes,Regional/Local media outlets
Amazoniareal.com.br,Folhape.com.br,Specific progressive themes,Center
Amazoniareal.com.br,Otempo.com.br,Specific progressive themes,Center
Amazoniareal.com.br,Brasildefato.com.br,Specific progressive themes,Opinion journalism left
Amazoniareal.com.br,Oeco.org.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Inpe.br,Specific progressive themes,Center
Amazoniareal.com.br,Vozdascomunidades.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Portalimprensa.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Folhabv.com.br,Specific progressive themes,Regional/Local media outlets
Amazoniareal.com.br,Reporterbrasil.org.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Geledes.org.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Generonumero.media,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Infoamazonia.org,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Marcozero.org,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Nonada.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Nosmulheresdaperiferia.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Periferiaemmovimento.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Projetocolabora.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Saibamais.jor.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Oliberal.com,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Emtempo.com.br,Specific progressive themes,Regional/Local media outlets
Amazoniareal.com.br,Cedenpa.org.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Ojoioeotrigo.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Envolverde.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Matinaljornalismo.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Sul21.com.br,Specific progressive themes,Opinion journalism left
Amazoniareal.com.br,Jornalmetamorfose.com,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Faunanews.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Agenciaeconordeste.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Plural.jor.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Vladimirherzog.org,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Diarioonline.com.br,Specific progressive themes,Center
Amazoniareal.com.br,Acritica.com,Specific progressive themes,Center
Amazoniareal.com.br,Observatoriodamineracao.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,Amazonasatual.com.br,Specific progressive themes,Opinion journalism left
Amazoniareal.com.br,Folhadoprogresso.com.br,Specific progressive themes,Specific progressive themes
Amazoniareal.com.br,folha.Uol.com.br,Specific progressive themes,Hyper center media
